0,30
1,1202.9999999999998
2,1260.9999999999998
3,1281.9999999999998
4,1303.3445
5,1282.7244999999998
6,140
7,1151.0
8,121.0
9,90.6805
10,1201.0
11,2543.9999999999995
12,1299.9999999999998
13,1241.6204999999998
14,1260.9999999999998
15,1300.9999999999998
16,2534.9605000599995
17,150
18,2511.5645000299996
19,110
20,1131.0
21,1211.9999999999998
22,1269.9999999999998
23,221.777
24,1212.4644999999998
25,1351.9999999999998
26,1132.0
27,160
28,10.2605
29,1143.5
30,1301.8930000199998
31,1300.9999999999998
32,2521.9999999999995
33,160
34,1203.46050006
35,1260.9999999999998
36,2611.9999999999995
37,1392.9999999999998
38,2515.4645
39,2607.91749998
40,130
41,2376.5
42,1350.9999999999998
43,30
44,2395.0
45,1282.9999999999998
46,1332.2244999999998
47,2564.57700003
48,1333.5124999999998
49,1283.0
50,1281.0
51,1160.0
52,1282.3124999999998
53,190
54,1292.0
55,20
56,31.5
57,1202.157
58,1332.4999999999998
59,160
60,2515.38050002
61,1279.9999999999998
62,2511.9999999999995
63,2561.9999999999995
64,3888.9605000599995
65,100
66,1160.0
67,120
68,1161.0
69,4048.4489999999996
70,1279.9999999999998
71,1269.9999999999998
72,2481.6204999999995
73,1400.9999999999998
74,20
75,1341.0
76,1293.0
77,2363.1205
78,2615.1569999999997
79,190
80,31.0
81,2385.56450003
82,1264.4999999999998
83,2626.8009999999995
84,120
85,1293.0
86,10
87,2363.38050002
88,2099.6271667266665
89,1261.9999999999998
90,1353.7404999999999
91,11.0
92,21.0
93,1242.0
94,50
95,1182.0
96,1299.9999999999998
97,1480.9999999999998
98,10
99,61.0
100,1152.5
101,140
102,778.6666666666666
103,100
104,0
105,1170.0
106,1209.9999999999998
107,140
108,70
109,2423.0
110,250
111,91.2045
112,2504.1049999999996
113,1351.9999999999998
114,150
115,1160.0
116,110
117,1303.6205
118,2417.5
119,1290.9999999999998
120,120
121,2335.9850000099996
122,120
123,1170.0
124,180
125,40
126,40
127,90
128,1201.0
129,100
130,1220.4645
131,170
132,1322.0
133,1314.0
134,10
135,40
136,20
137,60
138,1314.88050002
139,2523.0
140,320
141,1112.0
142,1645.333333333333
143,0
144,31.0
145,1182.0
146,1291.5645000299999
147,1260.8124999999998
148,1251.9999999999998
149,120
150,1163.06750003
151,1372.9999999999998
152,2403.017
153,170
154,80
155,50
156,1180.0
157,311.0
158,20
159,1141.0
160,1726.958333333333
161,1192.6205
162,1211.9999999999998
163,1232.2044999999998
164,1321.9999999999998
165,120
166,30
167,40
168,10
169,20
170,11.0
171,31.0
172,1203.3845
173,130
174,1344.42049998
175,2356.0
176,1280.9999999999998
177,130
178,40
179,1191.0
180,1442.4204999799997
181,130
182,1201.2124999999999
183,140
184,1251.9999999999998
185,1350.9999999999998
186,1146.6666666666665
187,120
188,10
189,1212.5
190,1231.9999999999998
191,180
192,1262.2045
193,1161.7044999999998
194,130
195,51.5
196,1140.0
197,150
198,31.0
199,2433.2045
200,161.0
201,20
202,30
203,11.0
204,60
205,1172.465
206,1252.92950002
207,1312.9999999999998
208,1274.42049998
209,20
210,1121.0
211,1240.9999999999998
212,141.0
213,0
214,1301.5
215,30
216,1252.0
217,1.0
218,1161.0
219,200
220,1141.0
221,270
222,101.0
223,20
224,30
225,1140.0
226,180
227,50
228,60
229,1203.0
230,40
231,10
232,10
233,10
234,31.0
235,1323.2404999999999
236,1131.0
237,140
238,0
239,60
240,40
241,70
242,150
243,60
244,60
245,1210.9999999999998
246,110
247,1180.0
248,120
249,60
250,70
251,1150.0
252,140
253,2544.0
254,140
255,2413.6205
256,2532.4999999999995
257,150
258,30
259,60
260,20
261,41.0
262,1172.5
263,140
264,70
265,40
266,80
